index,Date,Latitude,Longitude,Magnitude
2530,12/02/1972,6.405,126.64,8.0
2531,12/02/1972,6.343,126.626,5.7
2532,12/02/1972,6.148,127.492,6.0
2533,12/02/1972,5.609,127.202,6.1
2534,12/02/1972,6.069,126.967,5.6
2535,12/03/1972,5.726,127.106,5.9
2536,12/04/1972,33.361999999999995,140.827,7.4
2537,12/04/1972,33.273,141.056,5.6
2538,12/04/1972,-1.535,136.657,6.0
2539,12/05/1972,-1.592,136.656,5.7
2540,12/05/1972,-1.515,136.627,5.9
2541,12/06/1972,-2.91,139.084,5.9
2542,12/06/1972,-9.207,67.351,5.8
2543,12/07/1972,-2.989,139.08,6.0
2544,12/07/1972,3.629,128.51,5.6
2545,12/08/1972,-1.886,99.637,5.8
2546,12/08/1972,5.671,127.134,5.6
2547,12/08/1972,-1.905,99.637,6.1
2548,12/08/1972,5.606,127.188,5.5
2549,12/08/1972,5.664,127.292,5.9
2550,12/09/1972,15.128,-45.15,6.2
2551,12/10/1972,44.672,149.289,6.1
2552,12/12/1972,12.404000000000002,144.108,5.8
2553,12/12/1972,44.126000000000005,150.97299999999998,5.8
2554,12/12/1972,6.654,126.525,5.7
2555,12/14/1972,-1.297,89.325,5.5
2556,12/16/1972,-7.04,155.8,5.9
2557,12/17/1972,44.639,149.276,6.4
2558,12/17/1972,-5.59,153.244,5.7
2559,12/18/1972,-16.64,28.017,5.6
2560,12/18/1972,-22.173,-179.62400000000002,5.6
2561,12/18/1972,-1.812,99.678,5.9
2562,12/19/1972,-6.134,148.846,5.8
2563,12/20/1972,-21.817,-179.423,5.5
2564,12/22/1972,-55.532,-28.344,6.5
2565,12/22/1972,-16.119,-172.48,6.0
2566,12/23/1972,12.184,-86.223,6.3
2567,12/25/1972,-14.593,167.793,5.8
2568,12/25/1972,52.927,159.39,5.7
2569,12/26/1972,51.633,-176.308,5.5
2570,12/28/1972,-21.569000000000003,169.912,6.0
2571,12/28/1972,5.648,127.135,6.0
2572,12/28/1972,34.732,70.396,5.6
2573,12/28/1972,-55.494,-28.205,5.7
2574,12/29/1972,-30.578000000000003,-71.15100000000001,6.1
2575,01/01/1973,-35.513000000000005,-16.211,6.0
2576,01/02/1973,-9.854,117.427,5.5
2577,01/03/1973,-27.716,-63.261,5.6
2578,01/03/1973,39.114,71.889,5.5
2579,01/05/1973,-38.997,175.232,6.2
2580,01/06/1973,-14.665,166.384,6.1
2581,01/10/1973,-11.095999999999998,162.279,5.8
2582,01/10/1973,-11.187,162.251,5.9
2583,01/12/1973,-54.358,5.297000000000001,5.7
2584,01/12/1973,-54.408,5.357,5.7
2585,01/15/1973,27.081,140.10299999999998,5.8
2586,01/16/1973,-3.528,135.474,5.5
2587,01/17/1973,-15.127,-175.00799999999998,5.7
2588,01/18/1973,-6.867999999999999,149.993,6.8
2589,01/20/1973,29.284,68.571,5.6
2590,01/21/1973,-15.857,-174.055,5.5
2591,01/22/1973,18.601,-104.967,6.1
2592,01/23/1973,-12.091,166.49900000000002,5.8
2593,01/26/1973,0.376,122.224,5.6
2594,01/27/1973,-0.115,123.931,6.0
2595,01/28/1973,-19.847,169.02900000000002,5.7
2596,01/30/1973,18.481,-102.996,7.5
2597,01/31/1973,28.206,139.227,6.0
2598,02/01/1973,-22.655,-66.195,6.1
2599,02/02/1973,-55.654,-26.774,5.6
2600,02/06/1973,27.874,127.69,5.7
2601,02/06/1973,31.398000000000003,100.581,7.4
2602,02/07/1973,-55.909,-27.844,5.7
2603,02/07/1973,31.46,100.286,5.8
2604,02/08/1973,-45.475,96.288,6.1
2605,02/10/1973,18.886,-103.545,5.6
2606,02/10/1973,49.899,156.084,5.5
2607,02/13/1973,4.553,125.703,5.5
2608,02/13/1973,-17.517,-178.50099999999998,5.5
2609,02/14/1973,22.288,121.55,5.9
2610,02/14/1973,-9.934,160.93200000000002,5.9
2611,02/14/1973,-5.358,126.746,5.7
2612,02/14/1973,-30.387,-177.509,6.3
2613,02/16/1973,-15.307,-173.322,5.8
2614,02/16/1973,49.835,78.232,5.6
2615,02/16/1973,-6.0760000000000005,148.613,5.5
2616,02/17/1973,16.951,-61.419,5.5
2617,02/18/1973,-7.31,128.358,5.5
2618,02/18/1973,-36.694,-17.203,5.6
2619,02/18/1973,-30.233,-177.611,5.7
2620,02/19/1973,-45.538,35.134,5.6
2621,02/20/1973,-62.496,166.269,5.7
2622,02/20/1973,58.307,-149.81,5.5
2623,02/23/1973,-2.088,-78.21,5.7
2624,02/24/1973,-19.194000000000003,168.74,6.0
2625,02/25/1973,-61.037,-37.881,6.4
2626,02/25/1973,-1.696,99.68,5.9
2627,02/28/1973,50.486,156.584,7.2
2628,02/28/1973,50.078,156.936,5.5
2629,02/28/1973,-0.211,124.393,5.5
2630,03/01/1973,49.88399999999999,157.295,5.5
2631,03/03/1973,50.43899999999999,156.278,5.5
2632,03/03/1973,-55.322,-28.582,5.5
2633,03/04/1973,54.828,161.599,6.1
2634,03/07/1973,-33.489000000000004,-179.635,5.6
2635,03/08/1973,-23.024,-175.592,5.6
2636,03/09/1973,6.274,127.336,6.0
2637,03/09/1973,-34.131,150.266,5.5
2638,03/10/1973,-15.184,-173.524,5.6
2639,03/11/1973,41.589,142.012,5.5
2640,03/12/1973,50.101000000000006,156.744,5.7
2641,03/12/1973,4.175,126.491,5.5
2642,03/12/1973,50.835,157.10299999999998,6.1
2643,03/13/1973,-5.448,154.209,5.5
2644,03/14/1973,-62.473,165.27200000000002,5.8
2645,03/14/1973,-5.315,152.154,5.8
2646,03/16/1973,2.091,126.643,6.3
2647,03/16/1973,2.013,126.552,5.5
2648,03/16/1973,2.0580000000000003,126.396,5.6
2649,03/17/1973,-19.376,169.359,6.0
2650,03/17/1973,13.372,122.787,7.0
2651,03/17/1973,-5.193,103.235,5.7
2652,03/18/1973,2.033,126.58,6.5
2653,03/19/1973,-53.23,159.213,5.5
2654,03/19/1973,52.835,173.773,5.8
2655,03/20/1973,-23.175,-66.293,5.6
2656,03/20/1973,-8.267000000000001,117.381,5.7
2657,03/23/1973,-22.759,170.245,5.5
2658,03/23/1973,51.301,174.217,5.9
2659,03/23/1973,29.273000000000003,130.414,5.9
2660,03/23/1973,4.19,126.832,5.6
2661,03/24/1973,31.719,139.304,5.6
2662,03/25/1973,-41.373000000000005,174.487,5.7
2663,03/25/1973,25.89,-109.878,5.5
2664,03/26/1973,23.415,123.957,6.0
2665,03/26/1973,-28.049,-68.942,5.7
2666,03/27/1973,52.576,172.872,5.6
2667,03/28/1973,-4.5280000000000005,141.815,5.5
2668,03/28/1973,23.338,123.757,6.0
2669,03/30/1973,-59.918,-31.282,5.5
2670,04/01/1973,11.663,43.035,5.9
2671,04/03/1973,4.691,-75.628,6.2
2672,04/05/1973,43.608,147.709,5.6
2673,04/06/1973,43.674,147.755,5.8
2674,04/07/1973,6.966,91.384,6.6
2675,04/07/1973,-58.302,-13.394,6.7
2676,04/07/1973,-20.666,-69.187,5.6
2677,04/08/1973,-15.779000000000002,167.218,6.4
2678,04/08/1973,-23.876,-177.044,5.5
2679,04/08/1973,46.998000000000005,152.29399999999998,5.6
2680,04/10/1973,-9.784,119.303,5.8
2681,04/11/1973,-0.8320000000000001,127.54,5.6
2682,04/12/1973,50.893,157.44299999999998,6.1
2683,04/14/1973,10.679,-84.759,6.5
2684,04/15/1973,-20.613000000000003,-178.825,5.5
2685,04/16/1973,51.123000000000005,-178.829,5.5
2686,04/17/1973,-4.439,134.03,6.4
2687,04/17/1973,50.813,157.548,5.6
2688,04/22/1973,-42.264,173.046,5.5
2689,04/24/1973,5.162000000000001,-75.813,5.5
2690,04/24/1973,7.27,-82.34299999999999,5.5
2691,04/24/1973,4.956,-78.14399999999999,6.5
2692,04/25/1973,-65.543,179.33,5.7
2693,04/25/1973,33.394,140.745,5.7
2694,04/25/1973,-59.281000000000006,-26.097,6.0
2695,04/26/1973,19.933,-155.1,6.1
2696,04/28/1973,-1.4380000000000002,-79.875,5.5
2697,04/29/1973,0.363,125.243,5.5
2698,05/01/1973,-10.016,150.17600000000002,5.9
2699,05/02/1973,-9.983,150.183,5.6
2700,05/03/1973,-46.102,73.202,5.5
2701,05/04/1973,2.281,126.715,5.9
2702,05/04/1973,-1.4680000000000002,99.851,5.9
2703,05/05/1973,-16.625,-176.955,5.5
2704,05/12/1973,-3.2430000000000003,101.24,5.5
2705,05/12/1973,-3.937,152.059,5.6
2706,05/12/1973,-3.73,152.077,5.9
2707,05/14/1973,44.062,148.22299999999998,5.5
2708,05/14/1973,-16.646,175.866,5.8
2709,05/16/1973,-3.004,140.101,5.7
2710,05/17/1973,41.025,82.195,5.5
2711,05/17/1973,33.144,140.671,5.5
2712,05/18/1973,-6.225,151.82299999999998,5.8
2713,05/22/1973,-10.011,150.316,5.5
2714,05/26/1973,51.372,-179.743,5.8
2715,05/28/1973,-18.125,65.293,5.9
2716,05/29/1973,51.685,176.239,5.7
2717,05/29/1973,54.011,-163.76,6.0
2718,05/30/1973,-2.26,-78.523,5.7
2719,05/31/1973,24.281,93.548,5.9
2720,06/01/1973,-47.79600000000001,99.661,6.3
2721,06/02/1973,44.103,83.55,5.8
2722,06/05/1973,-17.192,167.81400000000002,6.1
2723,06/06/1973,37.245,-116.346,5.64
2724,06/07/1973,-53.93,159.398,5.8
2725,06/07/1973,14.277,-92.008,5.5
2726,06/07/1973,14.183,-91.899,5.7
2727,06/08/1973,-17.467,167.736,5.5
2728,06/09/1973,-10.294,161.362,6.3
2729,06/11/1973,53.693000000000005,161.594,6.0
2730,06/13/1973,46.973,150.989,5.5
2731,06/13/1973,-20.043,169.69400000000002,5.5
2732,06/13/1973,-40.544,173.90599999999998,5.5
2733,06/13/1973,-19.184,169.665,5.7
2734,06/14/1973,-7.291,120.385,5.8
2735,06/14/1973,-10.19,120.53,5.6
2736,06/15/1973,53.529,161.495,5.9
2737,06/15/1973,51.304,-179.392,5.8
2738,06/15/1973,53.56399999999999,161.55100000000002,5.5
2739,06/15/1973,-25.916,-177.41099999999997,5.6
2740,06/16/1973,44.98,-125.774,5.6
2741,06/17/1973,43.233,145.785,7.7
2742,06/17/1973,42.996,146.409,5.9
2743,06/17/1973,42.916,145.569,5.5
2744,06/17/1973,42.619,146.446,5.5
2745,06/17/1973,43.069,145.375,5.6
2746,06/17/1973,42.952,146.657,5.5
2747,06/17/1973,42.964,146.48,5.7
2748,06/17/1973,42.683,146.33700000000002,5.6
2749,06/17/1973,42.706,146.041,6.0
2750,06/18/1973,42.601000000000006,146.38299999999998,5.7
2751,06/18/1973,42.498000000000005,145.969,5.8
2752,06/19/1973,42.715,146.035,5.6
2753,06/19/1973,8.132,137.334,5.8
2754,06/20/1973,-28.518,-176.761,5.6
2755,06/22/1973,42.941,146.339,5.5
2756,06/22/1973,-21.166,-174.263,5.5
2757,06/23/1973,43.182,147.33,5.5
2758,06/23/1973,51.875,-176.9,5.5
2759,06/24/1973,43.318000000000005,146.442,7.1
2760,06/24/1973,43.2,146.79,5.8
2761,06/24/1973,43.302,146.815,5.5
2762,06/24/1973,43.125,146.57399999999998,5.8
2763,06/24/1973,21.013,143.14,5.5
2764,06/25/1973,19.105,121.153,5.7
2765,06/25/1973,0.95,125.99,5.7
2766,06/26/1973,43.018,147.11,5.8
2767,06/26/1973,43.175,146.56,6.6
2768,06/26/1973,42.847,146.739,5.5
2769,06/28/1973,-12.792,166.685,5.5
2770,06/29/1973,21.112,143.107,5.7
2771,06/29/1973,43.402,145.80100000000002,5.9
2772,07/01/1973,57.84,-137.33,6.7
2773,07/03/1973,19.104,-101.833,5.6
2774,07/03/1973,12.271,125.433,6.0
2775,07/03/1973,12.205,125.33,6.5
2776,07/03/1973,57.98,-138.02100000000002,6.0
2777,07/04/1973,-53.156000000000006,22.692,5.8
2778,07/05/1973,43.988,147.849,5.5
2779,07/05/1973,13.225,124.699,6.0
2780,07/06/1973,-27.235,-71.142,5.6
2781,07/07/1973,-19.077,168.821,5.6
2782,07/08/1973,6.79,-72.982,5.7
2783,07/09/1973,10.686,92.583,5.7
2784,07/10/1973,-27.037,-71.04,5.5
2785,07/12/1973,-6.064,153.764,5.7
2786,07/12/1973,-27.075,-71.225,5.5
2787,07/14/1973,35.178000000000004,86.48100000000001,6.9
2788,07/14/1973,35.256,86.602,5.9
2789,07/16/1973,-10.246,117.107,5.5
2790,07/16/1973,17.323,-100.679,5.7
2791,07/18/1973,-18.35,-69.196,5.7
2792,07/19/1973,-18.102,-178.27700000000002,5.8
2793,07/19/1973,-15.792,168.21,5.5
2794,07/20/1973,-1.018,136.35,5.5
2795,07/20/1973,36.406,140.951,5.8
2796,07/21/1973,-24.813,-179.22,5.9
2797,07/23/1973,49.986,78.85300000000001,6.3
2798,07/24/1973,-30.526,-71.601,5.6
2799,07/25/1973,-8.684,160.725,5.5
2800,07/26/1973,-52.801,140.04,5.6
2801,07/27/1973,-8.974,106.932,5.5
2802,07/27/1973,-15.538,-173.09,5.6
2803,07/28/1973,22.131,121.475,5.6
2804,07/28/1973,50.478,148.849,5.5
2805,07/28/1973,-16.063,-71.312,5.7
2806,07/29/1973,-14.327,-72.128,5.5
2807,07/31/1973,-37.65,-73.37899999999999,5.5
2808,07/31/1973,-27.118,-71.514,6.3
2809,07/31/1973,-8.767000000000001,160.991,6.0
2810,08/01/1973,-14.264,167.274,6.1
2811,08/01/1973,-26.825,-70.999,5.7
2812,08/04/1973,1.994,126.72,5.6
2813,08/05/1973,-22.812,-70.222,5.5
2814,08/05/1973,-16.230999999999998,-173.11,6.1
2815,08/07/1973,-26.781,-70.87899999999999,6.1
2816,08/07/1973,-54.351000000000006,-136.55,6.1
2817,08/07/1973,-26.735,-70.896,5.9
2818,08/07/1973,-26.829,-70.919,6.3
2819,08/08/1973,-58.323,-24.983,5.5
2820,08/09/1973,0.326,125.258,5.7
2821,08/09/1973,43.446000000000005,146.433,6.0
2822,08/09/1973,-56.273,147.417,5.9
2823,08/11/1973,32.995,104.015,6.1
2824,08/13/1973,-4.471,144.042,6.0
2825,08/14/1973,-26.628,-70.82,5.7
2826,08/16/1973,23.052,101.11,6.4
2827,08/16/1973,33.081,86.87700000000001,5.5
2828,08/16/1973,51.287,-176.644,5.8
2829,08/16/1973,51.449,-176.62599999999998,5.6
2830,08/18/1973,11.511,121.389,6.1
2831,08/20/1973,45.735,26.477,5.6
2832,08/21/1973,-1.956,139.306,5.7
2833,08/22/1973,-32.791,-179.208,6.0
2834,08/22/1973,57.067,-154.101,5.9
2835,08/23/1973,-5.377999999999999,151.491,5.7
2836,08/23/1973,37.211,142.126,5.7
2837,08/24/1973,-7.194,156.035,5.8
2838,08/25/1973,10.607,138.423,5.8
2839,08/25/1973,25.78,129.532,5.6
2840,08/27/1973,-15.988,168.102,5.7
2841,08/28/1973,18.267,-96.598,6.8
2842,08/28/1973,-0.1889999999999999,-18.027,6.8
2843,08/29/1973,-47.369,165.741,5.6
2844,08/30/1973,-37.314,179.449,5.8
2845,08/30/1973,7.345,-72.832,5.7
2846,08/30/1973,7.103,84.307,5.9
2847,09/05/1973,40.657,139.55200000000002,5.6
2848,09/05/1973,39.488,143.111,5.8
2849,09/06/1973,61.039,-146.828,5.5
2850,09/07/1973,-5.622000000000001,151.504,5.5
2851,09/07/1973,-5.547999999999999,151.105,5.6
2852,09/08/1973,33.243,86.749,5.5
2853,09/08/1973,-8.341000000000001,-74.178,5.6
2854,09/09/1973,31.65,100.013,5.5
2855,09/09/1973,39.536,143.137,5.9
2856,09/10/1973,42.453,130.907,6.0
2857,09/11/1973,-3.422,68.125,5.5
2858,09/11/1973,25.645,124.509,5.8
2859,09/12/1973,73.30199999999999,55.161,6.8
2860,09/13/1973,9.159,126.135,5.8
2861,09/16/1973,5.23,-78.03399999999999,5.6
2862,09/17/1973,-17.32,-174.343,5.5
2863,09/18/1973,-7.034,-76.138,5.8
2864,09/18/1973,-54.518,-132.624,6.4
2865,09/20/1973,9.048,123.789,6.0
2866,09/21/1973,-4.387,-102.003,6.1
2867,09/21/1973,-4.364,-101.939,6.0
2868,09/21/1973,-26.12,178.282,5.6
2869,09/22/1973,26.582,-44.669,5.9
2870,09/22/1973,26.526,-44.553,5.6
2871,09/23/1973,10.348,125.293,5.7
2872,09/24/1973,9.822,126.558,5.6
2873,09/24/1973,-52.32899999999999,160.66899999999998,5.6
2874,09/25/1973,-54.849,145.849,6.3
2875,09/26/1973,-55.359,146.254,5.5
2876,09/27/1973,70.756,53.872,6.0
2877,09/27/1973,71.541,-12.098,5.6
2878,09/28/1973,13.244000000000002,50.722,5.5
2879,09/29/1973,41.891000000000005,130.871,6.5
2880,09/29/1973,-1.228,136.4,5.5
2881,09/30/1973,35.606,140.447,5.9
2882,10/01/1973,35.716,140.561,5.6
2883,10/02/1973,-8.745,115.36,5.6
2884,10/03/1973,27.557,-112.419,5.5
2885,10/03/1973,-13.548,166.637,5.6
2886,10/05/1973,-32.986999999999995,-71.916,6.5
2887,10/05/1973,-32.518,-71.47800000000001,6.7
2888,10/05/1973,-32.937,-71.877,5.6
2889,10/06/1973,-60.823,-21.549,7.0
2890,10/09/1973,-14.233,167.22799999999998,6.4
2891,10/11/1973,0.636,-29.514,6.3
2892,10/17/1973,36.369,71.16,5.5
2893,10/18/1973,19.379,-104.975,6.0
2894,10/19/1973,-54.747,158.511,5.8
2895,10/25/1973,13.797,120.239,5.6
2896,10/25/1973,-21.985,-63.656000000000006,6.1
2897,10/27/1973,70.779,54.177,6.9
2898,10/28/1973,-33.042,-179.15099999999998,5.5
2899,10/29/1973,-2.979,139.268,5.7
2900,11/01/1973,-24.164,-176.351,5.7
2901,11/03/1973,-26.075,-67.77,5.9
2902,11/04/1973,-6.029,124.686,5.5
2903,11/04/1973,38.896,20.441,5.8
2904,11/05/1973,-24.286,179.171,5.5
2905,11/05/1973,-5.93,152.422,5.5
2906,11/06/1973,-23.794,179.138,5.5
2907,11/06/1973,51.619,-175.40400000000002,6.4
2908,11/06/1973,51.57899999999999,-175.247,6.3
2909,11/08/1973,50.052,156.309,6.1
2910,11/09/1973,85.992,30.825,5.7
2911,11/09/1973,52.444,178.35299999999998,5.6
2912,11/09/1973,-3.967,-80.971,5.6
2913,11/11/1973,49.975,156.356,6.0
2914,11/11/1973,30.573,52.887,5.5
2915,11/12/1973,-6.153,154.459,5.9
2916,11/13/1973,38.622,142.15,5.5
2917,11/13/1973,-18.275,-178.13299999999998,5.6
2918,11/15/1973,-1.374,-15.791,5.5
2919,11/16/1973,-51.183,139.528,5.8
2920,11/17/1973,-1.599,69.833,5.5
2921,11/19/1973,-24.675,-64.59899999999999,5.9
2922,11/19/1973,38.911,141.91,6.1
2923,11/19/1973,-28.463,-70.85300000000001,5.7
2924,11/21/1973,46.126000000000005,151.447,5.6
2925,11/25/1973,33.82,135.451,5.7
2926,11/25/1973,33.82,135.378,5.7
2927,11/25/1973,-55.724,-28.256,5.9
2928,11/27/1973,53.648,160.532,5.9
2929,11/28/1973,-41.861,42.77,5.9
2930,11/28/1973,-3.043,122.582,5.7
2931,11/29/1973,-3.486,145.94799999999998,5.7
2932,11/29/1973,35.181,23.797,5.7
2933,11/29/1973,-55.74100000000001,-28.275,5.8
2934,11/29/1973,-19.401,168.895,5.5
2935,11/30/1973,-55.636,-28.195,5.6
2936,11/30/1973,-15.198,167.391,6.0
2937,11/30/1973,1.257,125.927,5.5
2938,11/30/1973,-6.263999999999999,154.11,5.5
2939,12/01/1973,-35.588,-74.48100000000001,5.9
2940,12/01/1973,43.1,146.935,5.9
2941,12/01/1973,43.157,146.865,5.9
2942,12/02/1973,-55.664,-28.244,5.5
2943,12/02/1973,52.283,-168.735,5.6
2944,12/06/1973,-55.672,-28.092,5.5
2945,12/08/1973,-0.245,98.399,5.7
2946,12/08/1973,-11.128,165.498,5.5
2947,12/09/1973,-19.912,169.75099999999998,6.8
2948,12/09/1973,-19.772,169.884,6.3
2949,12/10/1973,-55.593,-27.809,5.5
2950,12/11/1973,13.675999999999998,146.382,5.5
2951,12/14/1973,50.036,79.01100000000001,6.0
2952,12/14/1973,51.406000000000006,-177.868,5.8
2953,12/15/1973,-16.767,168.128,5.6
2954,12/17/1973,48.088,154.513,5.6
2955,12/19/1973,-9.436,119.452,6.0
2956,12/19/1973,-20.586,-176.484,5.8
2957,12/23/1973,-7.974,126.709,5.5
2958,12/23/1973,-56.291,-139.014,5.7
2959,12/24/1973,-19.058,-174.922,5.7
2960,12/26/1973,33.402,140.826,5.6
2961,12/28/1973,-23.871,179.96,6.4
2962,12/28/1973,-14.464,166.601,7.5
2963,12/28/1973,-14.745,166.47099999999998,5.6
2964,12/28/1973,-14.662,166.87,5.6
2965,12/28/1973,-14.494000000000002,166.472,5.5
2966,12/28/1973,-14.92,166.77200000000002,5.6
2967,12/28/1973,-14.953,166.49900000000002,5.5
2968,12/28/1973,-14.441,166.71400000000003,5.6
2969,12/29/1973,-15.117,166.896,7.2
2970,12/29/1973,-14.851,166.505,5.8
2971,12/29/1973,-23.223000000000003,-68.335,5.5
2972,12/29/1973,54.64,168.735,6.0
2973,12/30/1973,-15.317,-173.084,6.2
2974,12/30/1973,-15.505999999999998,166.639,6.6
2975,12/31/1973,-28.919,-178.503,5.7
2976,01/02/1974,-22.538,-68.39699999999999,6.4
2977,01/02/1974,26.022,124.383,5.7
2978,01/03/1974,-14.562,166.347,5.5
2979,01/04/1974,40.606,77.645,5.5
2980,01/05/1974,-12.299,-76.352,6.3
2981,01/06/1974,-14.856,167.235,5.6
2982,01/07/1974,0.0,-91.524,5.5
2983,01/07/1974,-26.889,-65.704,5.8
2984,01/08/1974,-38.954,46.18,6.1
2985,01/10/1974,-14.434,166.863,7.2
2986,01/10/1974,-13.853,166.625,5.7
2987,01/11/1974,-14.159,166.58900000000003,6.2
2988,01/12/1974,-5.54,147.121,5.5
2989,01/13/1974,-7.421,127.145,5.5
2990,01/14/1974,48.757,154.955,5.5
2991,01/14/1974,-9.638,161.155,5.6
2992,01/15/1974,-30.924,-178.928,5.6
2993,01/15/1974,32.913000000000004,104.203,5.7
2994,01/17/1974,-7.754,117.496,5.6
2995,01/18/1974,-60.3,150.453,5.7
2996,01/18/1974,-34.175,-20.237,5.5
2997,01/20/1974,-14.364,166.955,5.6
2998,01/22/1974,55.20399999999999,162.142,5.7
2999,01/24/1974,42.126000000000005,143.91299999999998,6.1
3000,01/25/1974,18.923,145.493,5.9
3001,01/26/1974,18.596,-103.401,6.1
3002,01/28/1974,12.118,143.011,5.5
3003,01/29/1974,-7.422000000000001,128.578,5.7
3004,01/30/1974,-5.157,134.07399999999998,6.3
3005,01/30/1974,-4.92,134.203,5.6
3006,01/31/1974,31.836,131.641,5.6
3007,01/31/1974,52.357,-168.74,5.6
3008,01/31/1974,-7.461,155.894,7.0
3009,02/01/1974,-7.382999999999999,155.575,7.1
3010,02/01/1974,-47.424,-13.427,5.7
3011,02/01/1974,-7.59,156.026,5.6
3012,02/01/1974,-6.882999999999999,155.22899999999998,5.8
3013,02/01/1974,-7.121,155.07399999999998,5.6
3014,02/02/1974,-19.104,169.491,5.6
3015,02/02/1974,-5.022,134.006,5.8
3016,02/02/1974,-7.23,155.043,5.5
3017,02/02/1974,-6.221,104.259,5.6
3018,02/03/1974,18.909,120.07,5.9
3019,02/03/1974,-7.326,155.5,5.6
3020,02/03/1974,-5.132999999999999,133.84799999999998,5.7
3021,02/06/1974,53.799,-164.672,6.5
3022,02/07/1974,-3.768,134.016,5.8
3023,02/08/1974,-21.377,170.10299999999998,5.8
3024,02/11/1974,-6.101,104.108,5.5
3025,02/12/1974,13.523,120.458,5.5
3026,02/13/1974,0.009,122.74,5.8
3027,02/14/1974,2.545,98.97,5.6
3028,02/16/1974,11.43,92.346,6.0
3029,02/16/1974,11.446,92.357,6.1
3030,02/17/1974,18.439,146.694,5.6
3031,02/19/1974,13.909,122.116,6.1
3032,02/20/1974,-30.043000000000003,-68.59,5.5
3033,02/22/1974,33.151,136.906,6.0
3034,02/25/1974,44.041,147.799,5.9
3035,02/26/1974,53.321000000000005,159.697,5.6
3036,02/26/1974,12.21,143.596,5.5
3037,02/27/1974,1.271,97.669,5.9
3038,02/28/1974,-19.201,169.824,5.5
3039,02/28/1974,-36.813,176.851,6.2
3040,02/28/1974,-36.695,177.113,5.7
3041,02/28/1974,9.336,-84.064,6.2
3042,03/03/1974,35.586,140.599,5.6
3043,03/03/1974,-20.062,169.71200000000002,6.1
3044,03/04/1974,-18.836,-177.66400000000002,5.5
3045,03/06/1974,12.289,-86.38600000000001,5.8
3046,03/06/1974,-6.604,128.97799999999998,6.3
3047,03/08/1974,30.916,131.625,5.5
3048,03/09/1974,-7.484,156.179,6.5
3049,03/09/1974,-7.335,156.19299999999998,6.6
3050,03/10/1974,0.4029999999999999,-80.047,5.6
3051,03/11/1974,-59.797,-58.838,5.5
3052,03/11/1974,48.323,153.2,5.9
3053,03/12/1974,8.755,150.946,5.5
3054,03/13/1974,-6.799,154.66899999999998,5.6
3055,03/14/1974,-13.862,166.765,5.8
3056,03/17/1974,1.294,98.555,5.7
3057,03/18/1974,-14.929,-172.833,6.0
3058,03/22/1974,49.9,90.807,5.5
3059,03/23/1974,-13.58,166.81400000000002,5.5
3060,03/23/1974,-54.043,7.105,5.6
3061,03/23/1974,-23.931,179.77900000000002,6.1
3062,03/23/1974,-23.798,178.759,5.6
3063,03/23/1974,-21.931,173.707,6.1
3064,03/24/1974,12.554,144.257,5.9
3065,03/24/1974,27.727,86.11,5.7
3066,03/27/1974,-27.267,-175.33599999999998,5.7
3067,03/27/1974,50.109,-179.657,5.6
3068,03/29/1974,57.585,-153.922,5.7
3069,03/31/1974,-2.186,139.083,5.6
3070,04/02/1974,-6.945,155.28799999999998,5.7
3071,04/02/1974,-30.79,-65.192,5.5
3072,04/06/1974,55.102,-160.44,5.7
3073,04/06/1974,55.12,-160.44299999999998,6.0
3074,04/06/1974,-49.044,164.21599999999998,5.5
3075,04/09/1974,45.49,148.292,5.5
3076,04/12/1974,14.263,134.317,5.5
3077,04/17/1974,45.972,21.141,5.6
3078,04/17/1974,1.516,126.239,5.5
3079,04/18/1974,-38.172,-93.672,5.5
3080,04/19/1974,-24.011,178.505,5.5
3081,04/20/1974,52.974,-167.375,5.9
3082,04/20/1974,-22.844,171.862,5.5
3083,04/21/1974,-22.819000000000003,171.69099999999997,5.6
3084,04/21/1974,46.248000000000005,145.361,5.5
3085,04/22/1974,31.649,119.171,5.5
3086,04/24/1974,-9.577,118.118,5.5
3087,04/26/1974,-24.535,-68.86,5.5
3088,04/26/1974,-8.17,117.849,5.6
3089,04/27/1974,-14.962,-72.21300000000001,5.8
3090,04/27/1974,-26.246,-175.912,6.1
3091,05/01/1974,18.276,145.178,5.5
3092,05/04/1974,-13.880999999999998,172.611,5.5
3093,05/05/1974,22.301,121.49,5.5
3094,05/05/1974,-17.452,167.907,5.6
3095,05/05/1974,37.74,141.707,5.6
3096,05/06/1974,-15.201,-173.417,5.7
3097,05/07/1974,-16.692999999999998,-177.342,6.0
3098,05/07/1974,12.728,-44.484,5.8
3099,05/08/1974,34.522,138.74,6.5
3100,05/09/1974,-21.756,169.747,5.5
3101,05/09/1974,-45.982,35.267,5.9
3102,05/10/1974,-4.372,-102.109,6.1
3103,05/10/1974,28.243,104.015,6.8
3104,05/11/1974,1.744,126.381,6.0
3105,05/11/1974,19.74,147.274,6.4
3106,05/11/1974,-57.901,-7.267,5.9
3107,05/11/1974,1.875,126.417,5.5
3108,05/12/1974,-19.561,-69.046,5.8
3109,05/13/1974,-7.303999999999999,155.5,5.6
3110,05/13/1974,36.469,70.91199999999999,5.5
3111,05/13/1974,-6.667999999999999,102.645,5.6
3112,05/14/1974,-26.272,27.533,5.7
3113,05/15/1974,-4.841,153.63,5.5
